Script started on 2025-11-15 13:10:56+00:00 [<not executed on terminal>]
    HITS   MISSES  DIRTIES HITRATIO   BUFFERS_MB  CACHED_MB
 1399170    62454    14250   95.73%           25       4738
 1425659    37890    31349   97.41%           25       4929
 1386259    64787    39463   95.54%           25       4836
 1682977    24006    14678   98.59%           25       4908
 1667481    12300    15971   99.27%           25       5002
 1662884    40045     8196   97.65%           25       4721
 1664853    12054     5548   99.28%           25       4775
 1704132     3198     5605   99.81%           25       4794
 1714218     1778     5799   99.90%           25       4805
 1668964     1409     5613   99.92%           25       4817
 1702211     1331     5632   99.92%           25       4827
 1669822     1355     5687   99.92%           25       4838
 1659471     1291     5361   99.92%           25       4848
 1711187     1329     5648   99.92%           25       4859
 1670966     1325     5565   99.92%           25       4869
 1651158     1326     5553   99.92%           25       4879
 1698395     1346     5649   99.92%           25       4890
 1677201     1287     5437   99.92%           25       4900
 1656645     1313     5568   99.92%           25       4910
 1712125     1320     5587   99.92%           25       4920
 1642962     1318     5543   99.92%           25       4930
 1685377     1354     5771   99.92%           25       4942
 1643275     1296     5466   99.92%           25       4951
 1637873     1344     5660   99.92%           25       4961
 1668835     1352     5719   99.92%           25       4972
 1627085     1294     5478   99.92%           25       4982
 1632087     1315     5548   99.92%           25       4992
 1692116     1330     5637   99.92%           25       5002
 1618787     1326     5638   99.92%           25       5013
 1648412     1344     5683   99.92%           25       5025
 1626059     1305     5550   99.92%           25       5033
 1627162     1325     5589   99.92%           25       5044
 1666725     1370     5737   99.92%           25       5054
 1492797    42719    46910   97.22%           25       5389
 1697427    67216    29752   96.19%           25       5198
 1753169    26821    30445   98.49%           25       5279
 1790732    27560    31751   98.48%           25       5428
 1782122    27624    31476   98.47%           25       5516
 1781690    29119    32962   98.39%           25       5676
 1738890    25291    29314   98.57%           25       5745
 1749579    28858    32685   98.38%           25       5905
 1762203    28159    31900   98.43%           25       5996
 1399166   173811    17170   88.95%           25       5003
 1567617    52833    14882   96.74%           25       5251
 1578933    17701    14692   98.89%           25       5298
 1618302    26827    14328   98.37%           25       5120
 1563626    26036    15217   98.36%           25       5266
 1595751    12198    14372   99.24%           25       5293
 1627525    11399    15210   99.30%           25       5378
 1591025    10513    14440   99.34%           25       5396
 1586576    11277    15495   99.29%           25       5484
 1519381    48614    14324   96.90%           25       5265
 1546593    18755    14284   98.80%           25       5310
 1581447    12584    15239   99.21%           25       5403
 1558431    10748    14592   99.32%           25       5424
 1562981    11351    15431   99.28%           25       5512
 1520464    40519    14420   97.40%           25       5255
 1544865    26076    15469   98.34%           25       5406
 1556439    13272    14307   99.15%           25       5433
 1536988    11138    14707   99.28%           25       5453
 1533599    11427    15325   99.26%           25       5541
 1531493    30290    14602   98.06%           25       5250
 1468772    33962    15127   97.74%           25       5425
 1529251    15244    14698   99.01%           25       5461
 1507152    11944    15110   99.21%           25       5551
 1426198    32045    35566   97.80%           25       5735
 1466141    54759    34775   96.40%           25       5583
 1641862    55430     5179   96.73%           25       5354
 1733578    10866     5696   99.38%           25       5402
 1693660     3196     5417   99.81%           25       5419
 1713645     1704     5558   99.90%           25       5431
 1705814     1380     5542   99.92%           25       5442
 1702358     1331     5567   99.92%           25       5452
 1730805     1307     5560   99.92%           25       5462
 1687111     1284     5470   99.92%           25       5472
 1729745     1319     5581   99.92%           25       5483
 1678739     1309     5522   99.92%           25       5493
 1706956     1280     5344   99.93%           25       5503
 1719487     1322     5594   99.92%           25       5513
 1712572     1303     5490   99.92%           25       5523
 1712536     1343     5719   99.92%           25       5534
 1662500     1290     5490   99.92%           25       5544
 1676104     1326     5653   99.92%           25       5554
 1713926     1337     5695   99.92%           25       5565
 1678727     1314     5574   99.92%           25       5575
 1704852     1307     5585   99.92%           25       5585
 1678803     1332     5648   99.92%           25       5596
 1690266     1275     5378   99.92%           25       5606
 1710695     1319     5618   99.92%           25       5616
 1668080     1295     5503   99.92%           25       5626
 1714746     1335     5670   99.92%           25       5637
 1650870     1296     5465   99.92%           25       5647
 1650790     1293     5499   99.92%           25       5657
 1692436     1338     5682   99.92%           25       5667
 1653861     1290     5483   99.92%           25       5677
 1687998     1324     5596   99.92%           25       5688
 1656910     1295     5506   99.92%           25       5698
 1590299    23693    27745   98.53%           25       5883
 1584010    68762    31863   95.84%           25       5773
 1812078    27305    30679   98.52%           25       5909
 1776628    28694    32283   98.41%           25       6012
 1810847    26858    30999   98.54%           25       6093
 1767956    29045    32654   98.38%           25       6254
 1813172    30164    34300   98.36%           26       6361
 1771384    30378    34186   98.31%           26       6468
 1805832    27305    31386   98.51%           26       6621
 1609387   119765    24509   93.07%           26       6035
 1499363   103747    15170   93.53%           26       5825
 1630848    26121    14384   98.42%           26       5902
 1607949    14564    15668   99.10%           26       6004
 1653422    11112    14756   99.33%           26       6024
 1609186    18830    14562   98.84%           26       5815
 1552703    42528    15358   97.33%           26       5898
 1613170    17764    14436   98.91%           26       5944
 1586970    12904    15397   99.19%           26       6038
 1632096    10374    14293   99.37%           26       6053
 1598603    11323    15466   99.30%           26       6141
 1548405    48705    13887   96.95%           26       5920
 1585817    18242    14698   98.86%           26       5968
 1563508    13277    15642   99.16%           26       6064
 1606496    11260    14998   99.30%           26       6086
 1562190    12087    16063   99.23%           26       6180
 1528606    43054    14614   97.26%           26       5938
 1530571    23437    15097   98.49%           26       6073
 1528052    13555    14434   99.12%           26       6102
 1572873    11175    14807   99.29%           26       6122
 1539464    11426    15408   99.26%           26       6211
 1546903    33990    14492   97.85%           26       5933
 1499391    30657    15168   98.00%           26       6097
 1512304    21054    20665   98.63%           26       6179
 1401371    47293    50290   96.74%           26       6545
 1631450    48049    13847   97.14%           26       6221
 1681168    19496    13587   98.85%           26       6056
 1706368    34492     5511   98.02%           26       6024
 1705054     8310     5509   99.51%           26       6062
 1711737     2967     5644   99.83%           26       6079
 1738114     1789     5535   99.90%           26       6091
 1738974     1392     5479   99.92%           26       6101
 1752979     1321     5574   99.92%           26       6112
 1740905     1298     5487   99.93%           26       6122
 1736521     1291     5500   99.93%           26       6132
 1724583     1331     5636   99.92%           26       6142
 1694158     1278     5413   99.92%           26       6152
 1734034     1323     5631   99.92%           26       6162
 1693664     1277     5434   99.92%           26       6173
 1740747     1344     5711   99.92%           26       6183
 1698557     1304     5560   99.92%           26       6193
 1708772     1287     5418   99.92%           26       6203
 1729212     1328     5687   99.92%           26       6214
 1689094     1319     5610   99.92%           26       6224
 1733807     1318     5629   99.92%           26       6234
 1674633     1280     5485   99.92%           26       6244
 1692086     1319     5549   99.92%           26       6255
 1706700     1314     5584   99.92%           26       6265
 1679505     1287     5463   99.92%           26       6275
 1718514     1327     5643   99.92%           26       6285
 1677715     1272     5452   99.92%           26       6295
 1718641     1309     5577   99.92%           26       6306
 1661295     1277     5457   99.92%           26       6316
 1672585     1282     5438   99.92%           26       6326
 1698955     1338     5630   99.92%           26       6336
 1615350    10025    14131   99.38%           26       6414
 1563078    33854    38109   97.88%           26       6679
 1676866    65540    27920   96.24%           26       6478
