seq,opcode,opname,len,unique,err,enqueue_ts_ns,dequeue_ts_ns,done_ts_ns,queueing_ns,daemon_ns
245,14,OPEN,0,804138,0,62991935585697,62991935601679,62991935624113,15982,22434
244,1,LOOKUP,0,804136,0,62991935576680,62991935597279,62991935635395,20599,38116
247,14,OPEN,0,804142,0,62991935658499,62991935674096,62991935707836,15597,33740
248,1,LOOKUP,0,804144,0,62991935664107,62991935674322,62991935708793,10215,34471
249,14,OPEN,0,804146,0,62991935736369,62991935749590,62991935777089,13221,27499
250,1,LOOKUP,0,804148,0,62991935742997,62991935754087,62991935780314,11090,26227
251,14,OPEN,0,804150,0,62991935802460,62991935815630,62991935837697,13170,22067
252,1,LOOKUP,0,804152,0,62991935807158,62991935818088,62991935844857,10930,26769
253,14,OPEN,0,804154,0,62991935862386,62991935871111,62991935885165,8725,14054
246,16,WRITE,0,804140,0,62991935600028,62991935610611,62991935909161,10583,298550
254,1,LOOKUP,0,804156,0,62991935873126,62991935890458,62991935910753,17332,20295
257,14,OPEN,0,804162,0,62991935937869,62991935981500,62991936004832,43631,23332
259,1,LOOKUP,0,804166,0,62991935956922,62991935993398,62991936044015,36476,50617
258,15,READ,0,804164,0,62991935944431,62991935981820,62991936084953,37389,103133
262,15,READ,0,804172,0,62991935981119,62991936005038,62991936090918,23919,85880
263,15,READ,0,804174,0,62991935991595,62991936004956,62991936105114,13361,100158
265,14,OPEN,0,804178,0,62991936069610,62991936083949,62991936106217,14339,22268
264,15,READ,0,804176,0,62991935997645,62991936011499,62991936111066,13854,99567
256,15,READ,0,804160,0,62991935926964,62991935937142,62991936119953,10178,182811
255,15,READ,0,804158,0,62991935920072,62991935926809,62991936129391,6737,202582
260,15,READ,0,804168,0,62991935964583,62991935993194,62991936140693,28611,147499
266,1,LOOKUP,0,804180,0,62991936075616,62991936089720,62991936203313,14104,113593
272,14,OPEN,0,804192,0,62991936230127,62991936243834,62991936255581,13707,11747
268,15,READ,0,804184,0,62991936151338,62991936176927,62991936271364,25589,94437
273,1,LOOKUP,0,804194,0,62991936235772,62991936252466,62991936282100,16694,29634
267,15,READ,0,804182,0,62991936139396,62991936173406,62991936285555,34010,112149
269,15,READ,0,804186,0,62991936165001,62991936191218,62991936292414,26217,101196
270,15,READ,0,804188,0,62991936181308,62991936202531,62991936320584,21223,118053
271,15,READ,0,804190,0,62991936213612,62991936217813,62991936335478,4201,117665
276,14,OPEN,0,804200,0,62991936312459,62991936335225,62991936355527,22766,20302
274,15,READ,0,804196,0,62991936243615,62991936253142,62991936361523,9527,108381
275,15,READ,0,804198,0,62991936254895,62991936264737,62991936363092,9842,98355
277,1,LOOKUP,0,804202,0,62991936317690,62991936336727,62991936364964,19037,28237
281,14,OPEN,0,804210,0,62991936389767,62991936415085,62991936440500,25318,25415
282,1,LOOKUP,0,804212,0,62991936398965,62991936428185,62991936455166,29220,26981
279,15,READ,0,804206,0,62991936346154,62991936357618,62991936466564,11464,108946
288,1,LOOKUP,0,804224,0,62991936476719,62991936484347,62991936498649,7628,14302
287,14,OPEN,0,804222,0,62991936473235,62991936484152,62991936501024,10917,16872
278,15,READ,0,804204,0,62991936326144,62991936357738,62991936517569,31594,159831
284,15,READ,0,804216,0,62991936413507,62991936434360,62991936528785,20853,94425
285,15,READ,0,804218,0,62991936420807,62991936435506,62991936533460,14699,97954
283,15,READ,0,804214,0,62991936403806,62991936428765,62991936536157,24959,107392
290,14,OPEN,0,804228,0,62991936521271,62991936536668,62991936557768,15397,21100
291,1,LOOKUP,0,804230,0,62991936529517,62991936540223,62991936559457,10706,19234
286,15,READ,0,804220,0,62991936427967,62991936439540,62991936566623,11573,127083
289,15,READ,0,804226,0,62991936501666,62991936511538,62991936608044,9872,96506
294,14,OPEN,0,804236,0,62991936585554,62991936591435,62991936608840,5881,17405
295,1,LOOKUP,0,804238,0,62991936594553,62991936603843,62991936626260,9290,22417
292,15,READ,0,804232,0,62991936556867,62991936565502,62991936662262,8635,96760
298,14,OPEN,0,804244,0,62991936642853,62991936658734,62991936687863,15881,29129
293,15,READ,0,804234,0,62991936567646,62991936575846,62991936691014,8200,115168
299,1,LOOKUP,0,804246,0,62991936646650,62991936659832,62991936696274,13182,36442
296,15,READ,0,804240,0,62991936607153,62991936622138,62991936716448,14985,94310
297,15,READ,0,804242,0,62991936614804,62991936622350,62991936719669,7546,97319
303,14,OPEN,0,804254,0,62991936719538,62991936733004,62991936745512,13466,12508
300,15,READ,0,804248,0,62991936651262,62991936662587,62991936766219,11325,103632
304,1,LOOKUP,0,804256,0,62991936726184,62991936734025,62991936768478,7841,34453
301,15,READ,0,804250,0,62991936676175,62991936689113,62991936796381,12938,107268
309,14,OPEN,0,804266,0,62991936802909,62991936811788,62991936831812,8879,20024
306,15,READ,0,804260,0,62991936744710,62991936753405,62991936840829,8695,87424
305,15,READ,0,804258,0,62991936732962,62991936740218,62991936848467,7256,108249
308,1,LOOKUP,0,804264,0,62991936796668,62991936811081,62991936863096,14413,52015
307,15,READ,0,804262,0,62991936755948,62991936769364,62991936876771,13416,107407
313,14,OPEN,0,804274,0,62991936884300,62991936900164,62991936917586,15864,17422
310,15,READ,0,804268,0,62991936823294,62991936832847,62991936920135,9553,87288
315,1,LOOKUP,0,804278,0,62991936894725,62991936902337,62991936938843,7612,36506
311,15,READ,0,804270,0,62991936841996,62991936855867,62991936940204,13871,84337
318,14,OPEN,0,804284,0,62991936957176,62991936970881,62991936987495,13705,16614
319,1,LOOKUP,0,804286,0,62991936962955,62991936977341,62991936998058,14386,20717
312,15,READ,0,804272,0,62991936875403,62991936891161,62991937007287,15758,116126
314,15,READ,0,804276,0,62991936889912,62991936901003,62991937010781,11091,109778
316,15,READ,0,804280,0,62991936905564,62991936916830,62991937030390,11266,113560
322,14,OPEN,0,804292,0,62991937026105,62991937037657,62991937049310,11552,11653
321,1,LOOKUP,0,804290,0,62991937022441,62991937032916,62991937055487,10475,22571
320,15,READ,0,804288,0,62991936971476,62991936980749,62991937062529,9273,81780
317,15,READ,0,804282,0,62991936941986,62991936948103,62991937080158,6117,132055
326,14,OPEN,0,804300,0,62991937089575,62991937101632,62991937116442,12057,14810
327,1,LOOKUP,0,804302,0,62991937094701,62991937109879,62991937146801,15178,36922
324,15,READ,0,804296,0,62991937057007,62991937065237,62991937162141,8230,96904
325,15,READ,0,804298,0,62991937067260,62991937074067,62991937170235,6807,96168
330,14,OPEN,0,804308,0,62991937166595,62991937177470,62991937193505,10875,16035
331,1,LOOKUP,0,804310,0,62991937170433,62991937177775,62991937196890,7342,19115
328,15,READ,0,804304,0,62991937101613,62991937110357,62991937208657,8744,98300
329,15,READ,0,804306,0,62991937109784,62991937115614,62991937226039,5830,110425
334,14,OPEN,0,804316,0,62991937214093,62991937219354,62991937239573,5261,20219
335,1,LOOKUP,0,804318,0,62991937218305,62991937224103,62991937246732,5798,22629
333,15,READ,0,804314,0,62991937190816,62991937199793,62991937282786,8977,82993
338,14,OPEN,0,804324,0,62991937267073,62991937278998,62991937298893,11925,19895
332,15,READ,0,804312,0,62991937185789,62991937196409,62991937300557,10620,104148
339,1,LOOKUP,0,804326,0,62991937272060,62991937281476,62991937300589,9416,19113
337,15,READ,0,804322,0,62991937250587,62991937256607,62991937346809,6020,90202
341,14,OPEN,0,804330,0,62991937323238,62991937333861,62991937347443,10623,13582
336,15,READ,0,804320,0,62991937242460,62991937250684,62991937357150,8224,106466
342,1,LOOKUP,0,804332,0,62991937328365,62991937337816,62991937359259,9451,21443
340,15,READ,0,804328,0,62991937301412,62991937309107,62991937397734,7695,88627
345,14,OPEN,0,804338,0,62991937377699,62991937394907,62991937413120,17208,18213
346,1,LOOKUP,0,804340,0,62991937381939,62991937394795,62991937415618,12856,20823
343,15,READ,0,804334,0,62991937337303,62991937348820,62991937442185,11517,93365
349,14,OPEN,0,804346,0,62991937435250,62991937445608,62991937458250,10358,12642
350,1,LOOKUP,0,804348,0,62991937439645,62991937453145,62991937475376,13500,22231
348,15,READ,0,804344,0,62991937421318,62991937425788,62991937518597,4470,92809
