procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  1      0 55132284  23848 7971884    0    0     0 115632 43354 79549  2  5 92  1  0
 3  1      0 54755536  23860 8378268    0    0     0 88508 45219 85199  2  5 92  0  0
 5  0      0 54443904  23976 8681756    0    0     4 182664 55331 90088  3  5 92  1  0
 3  1      0 54106008  24008 8996896    0    0     0 168740 46377 88365  2  5 92  0  0
 4  0      0 53778412  24032 9298720    0    0     0 65880 46629 89555  3  5 92  0  0
 5  0      0 53450432  24056 9601636    0    0     0 131940 46162 87096  3  4 92  1  0
 7  1      0 53419912  24112 9599748    0    0     0 374316 44816 76873  3  8 88  1  0
 3  0      0 54433456  24168 8574692    0    0     4 387004 47783 87604  3  6 90  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  1      0 54533760  24200 8474364    0    0     0 117144 44891 83078  2  5 92  1  0
 4  0      0 54484576  24228 8542504    0    0     0 132224 47014 89487  2  6 92  0  0
 5  0      0 54149912  24260 8878500    0    0     0 132196 48556 94149  2  5 92  0  0
 6  0      0 53816600  24376 9204048    0    0     4 205840 62851 90128  2  5 92  1  0
 5  1      0 53449264  24404 9571864    0    0     0 111668 48195 93384  2  6 92  0  0
 7  0      0 53121876  24432 9899332    0    0     0 132192 48207 93659  3  5 92  1  0
 2  0      0 52883752  24472 10132564    0    0     0 198284 49077 94611  2  5 92  0  0
 6  1      0 52571400  24504 10445396    0    0     0 132196 45933 88132  2  5 92  0  0
 5  1      0 52259192  24572 10750784    0    0     0 383752 47210 86935  3  6 91  1  0
 2  1      0 51486372  24628 11523804    0    0     0 412772 47115 87325  3  8 89  1  0
 3  0      0 54605104  24664 8559260    0    0     0 96072 46918 87561  2  6 91  1  0
 5  1      0 54318888  24784 8862480    0    0     8 175272 59319 93071  3  5 92  1  0
 4  0      0 54549172  24824 8634152    0    0     4 189464 46303 85861  3  5 92  1  0
 6  1      0 54604364  24860 8571660    0    0     0 110280 47398 89850  2  5 92  1  0
 7  0      0 54304680  24888 8867352    0    0     0 131668 47014 89034  3  5 92  1  0
 3  0      0 54401176  24924 8747732    0    0     0 118012 47308 90368  2  5 92  1  0
 4  0      0 54233656  24972 8884484    0    0     0 117772 48007 92254  3  4 92  1  0
 4  0      0 54092704  24984 9010724    0    0     0 65900 46683 89011  3  5 92  0  0
 1  1      0 53759204  25016 9309688    0    0     0 166356 48215 90688  3  5 92  1  0
10  0      0 53307852  25080 9736232    0    0     0 319748 46085 85079  3  5 91  1  0
 7  1      0 53197008  25220 9809076    0    0     0 460512 60994 89602  3  8 88  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0      0 53466284  25252 9546048    0    0     0 92744 46346 86619  2  5 92  1  0
 7  1      0 53175028  25280 9843712    0    0     0 132076 47920 91624  2  5 92  1  0
 4  0      0 52868704  25308 10150004    0    0     0 131648 46792 87998  2  5 92  1  0
 3  0      0 53190000  25344 9825456    0    0     0 104252 46735 88958  2  5 92  1  0
 6  0      0 52891020  25380 10125612    0    0     0 131748 48126 93177  2  5 92  1  0
 2  0      0 53474336  25416 9526116    0    0     0 117836 45889 87103  2  5 92  1  0
 4  0      0 53575372  25432 9445452    0    0     0 66264 44198 82023  2  5 92  1  0
 3  1      0 53288944  25460 9723528    0    0     0 131644 46137 85244  3  5 91  1  0
 5  1      0 53009484  25576 10000000    0    0     4 205292 53786 86717  2  5 92  1  0
 3  1      0 52639752  25608 10370164    0    0     0 86760 46202 87214  3  5 92  1  0
 7  0      0 51930244  25668 11076432    0    0     0 385456 46716 84887  3  7 89  1  0
 6  0      0 53198752  25724 9923732    0    0     0 386836 49273 90965  2  6 91  1  0
 4  0      0 52873612  25772 10256596    0    0     0 145152 47644 90891  2  5 92  1  0
 5  0      0 52521552  25808 10608320    0    0     0 132244 46328 88075  3  5 92  1  0
 6  0      0 52183240  25836 10946036    0    0     0 132196 46912 89930  2  5 92  1  0
 3  1      0 51801124  25868 11319848    0    0     4 124376 48021 92387  3  5 92  0  0
 7  0      0 51525864  25912 11588148    0    0     0 198280 48565 93603  2  5 92  0  0
 2  0      0 51172892  26032 11932548    0    0     8 205856 54883 88719  3  6 91  1  0
 7  0      0 50861888  26072 12222444    0    0     0 168008 45598 88286  2  5 92  0  0
 4  0      0 50519080  26100 12538652    0    0     0 132180 45713 88639  3  5 92  0  0
 3  0      0 50166124  26132 12864992    0    0     0 132180 43594 82171  3  5 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 9  2      0 50183780  26204 12826788    0    0     0 418984 45056 81157  3  7 89  1  0
 3  1      0 53232288  26276 9743516    0    0     4 426652 47302 87877  2  7 90  1  0
 4  1      0 53449164  26304 9542332    0    0     0 89292 44925 83578  2  5 92  1  0
 5  2      0 53138076  26344 9850256    0    0     0 141164 47588 90653  2  5 92  1  0
 5  0      0 53218544  26356 9777432    0    0     0 65852 48222 93261  3  5 92  0  0
 1  0      0 53083448  26472 9904520    0    0     8 205308 56114 84737  3  5 92  1  0
 1  0      0 59270224   1316 4801560    0    0    24 155180 16567 7120  1  3 96  0  0
